Id,Date,Season,Week,home,visitor,FT,hgoal,vgoal,division,tier,totgoal,goaldiff,result,HT,hgoal_half,vgoal_half,half_totgoal,half_goaldiff,result_half,fans,neutral,home_red_card,visitor_red_card
5052,1977-05-01,1976,25,Goztepe,Besiktas,1-2,1,2,T1,1,3,-1,A,0-0,0,0,0,0,D,1,0,0,0
5053,1977-05-01,1976,25,Orduspor,Trabzonspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5054,1977-05-01,1976,25,Zonguldakspor,Mersin Idmanyurdu,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
5055,1977-05-01,1976,25,Boluspor,Altay,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
5056,1977-05-01,1976,25,Adanaspor,Samsunspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
5057,1977-05-08,1976,26,Adana Demirspor,Fenerbahce,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5058,1977-05-08,1976,26,Altay,Orduspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
5059,1977-05-08,1976,26,Boluspor,Giresunspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
5060,1977-05-08,1976,26,Galatasaray,Adanaspor,3-2,3,2,T1,1,5,1,H,0-0,0,0,0,0,D,1,0,0,0
5061,1977-05-08,1976,26,Mersin Idmanyurdu,Goztepe,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
5062,1977-05-08,1976,26,Samsunspor,Besiktas,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,1,0
5063,1977-05-08,1976,26,Trabzonspor,Eskisehirspor,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,0,0
5064,1977-05-08,1976,26,Bursaspor,Zonguldakspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
5065,1977-05-14,1976,27,Fenerbahce,Boluspor,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
5066,1977-05-15,1976,27,Besiktas,Galatasaray,0-2,0,2,T1,1,2,-2,A,0-2,0,2,2,-2,A,1,0,0,0
5067,1977-05-15,1976,27,Adanaspor,Eskisehirspor,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
5068,1977-05-15,1976,27,Altay,Trabzonspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
5069,1977-05-15,1976,27,Giresunspor,Orduspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5070,1977-05-15,1976,27,Mersin Idmanyurdu,Samsunspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5071,1977-05-15,1976,27,Zonguldakspor,Adana Demirspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,1,0
5072,1977-05-15,1976,27,Bursaspor,Goztepe,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
5073,1977-05-22,1976,28,Orduspor,Fenerbahce,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
5074,1977-05-22,1976,28,Trabzonspor,Giresunspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
5075,1977-05-22,1976,28,Eskisehirspor,Altay,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5076,1977-05-22,1976,28,Galatasaray,Mersin Idmanyurdu,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
5077,1977-05-22,1976,28,Samsunspor,Bursaspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
5078,1977-05-22,1976,28,Goztepe,Adana Demirspor,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,0,0
5079,1977-05-22,1976,28,Adanaspor,Besiktas,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,0
5080,1977-05-22,1976,28,Boluspor,Zonguldakspor,4-1,4,1,T1,1,5,3,H,0-0,0,0,0,0,D,1,0,0,1
5081,1977-05-28,1976,29,Besiktas,Eskisehirspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
5082,1977-05-29,1976,29,Zonguldakspor,Orduspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
5083,1977-05-29,1976,29,Adana Demirspor,Samsunspor,3-0,3,0,T1,1,3,3,H,3-0,3,0,3,3,H,1,0,0,0
5084,1977-05-29,1976,29,Giresunspor,Altay,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5085,1977-05-29,1976,29,Mersin Idmanyurdu,Adanaspor,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
5086,1977-05-29,1976,29,Fenerbahce,Trabzonspor,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
5087,1977-05-29,1976,29,Goztepe,Boluspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
5088,1977-05-29,1976,29,Bursaspor,Galatasaray,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
5089,1977-06-03,1976,30,Eskisehirspor,Giresunspor,3-2,3,2,T1,1,5,1,H,3-1,3,1,4,2,H,1,0,0,0
5090,1977-06-03,1976,30,Adanaspor,Bursaspor,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,0,0
5091,1977-06-03,1976,30,Orduspor,Goztepe,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
5092,1977-06-03,1976,30,Trabzonspor,Zonguldakspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,1,0
5093,1977-06-03,1976,30,Altay,Fenerbahce,1-2,1,2,T1,1,3,-1,A,0-0,0,0,0,0,D,1,0,1,1
5094,1977-06-03,1976,30,Boluspor,Samsunspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,1,0,0
5095,1977-06-03,1976,30,Mersin Idmanyurdu,Besiktas,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,0,0
5096,1977-06-08,1976,30,Galatasaray,Adana Demirspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5097,1977-08-27,1977,1,Fenerbahce,Samsunspor,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
5098,1977-08-28,1977,1,Bursaspor,Adanaspor,4-0,4,0,T1,1,4,4,H,1-0,1,0,1,1,H,1,0,0,0
5099,1977-08-28,1977,1,Galatasaray,Zonguldakspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
5100,1977-08-28,1977,1,Mersin Idmanyurdu,Trabzonspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5101,1977-08-28,1977,1,MKE Ankaragucu,Boluspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5102,1977-08-28,1977,1,Orduspor,Eskisehirspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
5103,1977-08-28,1977,1,Diyarbakirspor,Besiktas,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,0
5104,1977-08-28,1977,1,Altay,Adana Demirspor,3-2,3,2,T1,1,5,1,H,2-1,2,1,3,1,H,1,0,0,0
5105,1977-09-03,1977,2,Fenerbahce,Mersin Idmanyurdu,5-2,5,2,T1,1,7,3,H,3-1,3,1,4,2,H,1,0,0,0
5106,1977-09-04,1977,2,Adanaspor,Adana Demirspor,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
5107,1977-09-04,1977,2,Trabzonspor,MKE Ankaragucu,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
5108,1977-09-04,1977,2,Orduspor,Boluspor,0-3,0,3,T1,1,3,-3,A,0-0,0,0,0,0,D,1,0,0,0
5109,1977-09-04,1977,2,Samsunspor,Diyarbakirspor,3-2,3,2,T1,1,5,1,H,2-1,2,1,3,1,H,1,0,0,0
5110,1977-09-04,1977,2,Besiktas,Bursaspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5111,1977-09-04,1977,2,Altay,Zonguldakspor,3-1,3,1,T1,1,4,2,H,0-0,0,0,0,0,D,1,0,0,0
5112,1977-09-04,1977,2,Eskisehirspor,Galatasaray,2-2,2,2,T1,1,4,0,D,2-2,2,2,4,0,D,1,0,0,0
5113,1977-09-10,1977,3,MKE Ankaragucu,Fenerbahce,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
5114,1977-09-10,1977,3,Eskisehirspor,Altay,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
5115,1977-09-11,1977,3,Orduspor,Trabzonspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,1
5116,1977-09-11,1977,3,Adana Demirspor,Besiktas,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,0,0,0
5117,1977-09-11,1977,3,Mersin Idmanyurdu,Samsunspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
5118,1977-09-11,1977,3,Zonguldakspor,Adanaspor,3-1,3,1,T1,1,4,2,H,2-0,2,0,2,2,H,1,0,0,0
5119,1977-09-11,1977,3,Bursaspor,Diyarbakirspor,3-1,3,1,T1,1,4,2,H,1-0,1,0,1,1,H,1,0,0,0
5120,1977-09-11,1977,3,Galatasaray,Boluspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
5121,1977-09-24,1977,4,Besiktas,Zonguldakspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,1
5122,1977-09-25,1977,4,Diyarbakirspor,Adana Demirspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5123,1977-09-25,1977,4,Mersin Idmanyurdu,MKE Ankaragucu,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
5124,1977-09-25,1977,4,Samsunspor,Bursaspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
5125,1977-09-25,1977,4,Adanaspor,Eskisehirspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
5126,1977-09-25,1977,4,Altay,Boluspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
5127,1977-09-25,1977,4,Fenerbahce,Orduspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
5128,1977-09-25,1977,4,Trabzonspor,Galatasaray,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5129,1977-10-01,1977,5,Adanaspor,Boluspor,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,0
5130,1977-10-02,1977,5,Orduspor,Mersin Idmanyurdu,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
5131,1977-10-02,1977,5,Adana Demirspor,Bursaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
5132,1977-10-02,1977,5,Samsunspor,MKE Ankaragucu,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5133,1977-10-02,1977,5,Eskisehirspor,Besiktas,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
5134,1977-10-02,1977,5,Altay,Trabzonspor,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
5135,1977-10-02,1977,5,Galatasaray,Fenerbahce,0-2,0,2,T1,1,2,-2,A,0-2,0,2,2,-2,A,1,0,0,0
5136,1977-10-02,1977,5,Zonguldakspor,Diyarbakirspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
5137,1977-10-08,1977,6,Fenerbahce,Altay,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
5138,1977-10-09,1977,6,Trabzonspor,Adanaspor,4-0,4,0,T1,1,4,4,H,2-0,2,0,2,2,H,1,0,0,0
5139,1977-10-09,1977,6,Adana Demirspor,Samsunspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5140,1977-10-09,1977,6,Mersin Idmanyurdu,Galatasaray,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
5141,1977-10-09,1977,6,Besiktas,Boluspor,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,1
5142,1977-10-09,1977,6,Bursaspor,Zonguldakspor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
5143,1977-10-09,1977,6,Diyarbakirspor,Eskisehirspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
5144,1977-10-09,1977,6,MKE Ankaragucu,Orduspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
5145,1977-10-16,1977,7,Altay,Mersin Idmanyurdu,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5146,1977-10-16,1977,7,Galatasaray,MKE Ankaragucu,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,0
5147,1977-10-16,1977,7,Eskisehirspor,Bursaspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
5148,1977-10-16,1977,7,Boluspor,Diyarbakirspor,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
5149,1977-10-16,1977,7,Trabzonspor,Besiktas,3-1,3,1,T1,1,4,2,H,1-0,1,0,1,1,H,1,0,0,0
5150,1977-10-16,1977,7,Zonguldakspor,Adana Demirspor,4-0,4,0,T1,1,4,4,H,1-0,1,0,1,1,H,1,0,0,0
5151,1977-10-17,1977,7,Adanaspor,Fenerbahce,0-3,0,3,T1,1,3,-3,A,0-0,0,0,0,0,D,1,0,0,0
5152,1977-11-05,1977,8,Galatasaray,Orduspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5153,1977-11-06,1977,8,Diyarbakirspor,Trabzonspor,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
5154,1977-11-06,1977,8,Adana Demirspor,Eskisehirspor,3-1,3,1,T1,1,4,2,H,1-0,1,0,1,1,H,1,0,0,0
5155,1977-11-06,1977,8,Samsunspor,Zonguldakspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
5156,1977-11-06,1977,8,MKE Ankaragucu,Altay,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
5157,1977-11-06,1977,8,Bursaspor,Boluspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
5158,1977-11-06,1977,8,Fenerbahce,Besiktas,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
5159,1977-11-06,1977,8,Mersin Idmanyurdu,Adanaspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5160,1977-11-20,1977,9,Bursaspor,Trabzonspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
5161,1977-11-20,1977,9,Besiktas,Mersin Idmanyurdu,4-1,4,1,T1,1,5,3,H,1-0,1,0,1,1,H,1,0,0,0
5162,1977-11-20,1977,9,Eskisehirspor,Zonguldakspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
5163,1977-11-20,1977,9,Boluspor,Adana Demirspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
5164,1977-11-20,1977,9,Samsunspor,Galatasaray,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5165,1977-11-20,1977,9,Adanaspor,MKE Ankaragucu,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
5166,1977-11-20,1977,9,Orduspor,Altay,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
5167,1977-11-20,1977,9,Diyarbakirspor,Fenerbahce,2-2,2,2,T1,1,4,0,D,1-2,1,2,3,-1,A,1,0,0,0
5168,1977-12-03,1977,10,Fenerbahce,Bursaspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,1,0,0
5169,1977-12-04,1977,10,Zonguldakspor,Boluspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
5170,1977-12-04,1977,10,Trabzonspor,Adana Demirspor,4-1,4,1,T1,1,5,3,H,4-1,4,1,5,3,H,1,0,0,0
5171,1977-12-04,1977,10,Eskisehirspor,Samsunspor,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
5172,1977-12-04,1977,10,Altay,Galatasaray,2-1,2,1,T1,1,3,1,H,2-1,2,1,3,1,H,1,0,0,0
5173,1977-12-04,1977,10,MKE Ankaragucu,Besiktas,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
5174,1977-12-04,1977,10,Mersin Idmanyurdu,Diyarbakirspor,1-2,1,2,T1,1,3,-1,A,0-0,0,0,0,0,D,1,0,0,0
5175,1977-12-04,1977,10,Adanaspor,Orduspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5176,1977-12-10,1977,11,Besiktas,Orduspor,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
5177,1977-12-10,1977,11,Diyarbakirspor,MKE Ankaragucu,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,1
5178,1977-12-10,1977,11,Trabzonspor,Zonguldakspor,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
5179,1977-12-10,1977,11,Adana Demirspor,Fenerbahce,1-3,1,3,T1,1,4,-2,A,1-0,1,0,1,1,H,1,0,0,0
5180,1977-12-10,1977,11,Samsunspor,Altay,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5181,1977-12-10,1977,11,Boluspor,Eskisehirspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5182,1977-12-10,1977,11,Bursaspor,Mersin Idmanyurdu,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
5183,1977-12-10,1977,11,Galatasaray,Adanaspor,4-0,4,0,T1,1,4,4,H,2-0,2,0,2,2,H,1,0,0,0
5184,1977-12-18,1977,12,Zonguldakspor,Fenerbahce,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
5185,1977-12-18,1977,12,Orduspor,Diyarbakirspor,3-1,3,1,T1,1,4,2,H,1-0,1,0,1,1,H,1,0,0,0
5186,1977-12-18,1977,12,Adana Demirspor,Mersin Idmanyurdu,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
5187,1977-12-18,1977,12,Samsunspor,Boluspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
5188,1977-12-18,1977,12,Galatasaray,Besiktas,3-1,3,1,T1,1,4,2,H,0-0,0,0,0,0,D,1,0,0,0
5189,1977-12-18,1977,12,Eskisehirspor,Trabzonspor,0-2,0,2,T1,1,2,-2,A,0-1,0,1,1,-1,A,1,0,0,0
5190,1977-12-18,1977,12,MKE Ankaragucu,Bursaspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
5191,1977-12-18,1977,12,Altay,Adanaspor,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,1,0
5192,1977-12-24,1977,13,Fenerbahce,Eskisehirspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,1,0,0
5193,1977-12-25,1977,13,Mersin Idmanyurdu,Zonguldakspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5194,1977-12-25,1977,13,Adanaspor,Samsunspor,4-1,4,1,T1,1,5,3,H,1-0,1,0,1,1,H,1,0,0,0
5195,1977-12-25,1977,13,Trabzonspor,Boluspor,4-0,4,0,T1,1,4,4,H,3-0,3,0,3,3,H,1,0,0,0
5196,1977-12-25,1977,13,Diyarbakirspor,Galatasaray,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
5197,1977-12-25,1977,13,Besiktas,Altay,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
5198,1977-12-25,1977,13,Bursaspor,Orduspor,3-1,3,1,T1,1,4,2,H,2-0,2,0,2,2,H,1,0,0,0
5199,1977-12-25,1977,13,MKE Ankaragucu,Adana Demirspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
5200,1978-01-01,1977,14,Zonguldakspor,MKE Ankaragucu,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
5201,1978-01-01,1977,14,Orduspor,Adana Demirspor,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
5202,1978-01-01,1977,14,Adanaspor,Besiktas,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5203,1978-01-01,1977,14,Samsunspor,Trabzonspor,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,1,0
5204,1978-01-01,1977,14,Boluspor,Fenerbahce,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,1
5205,1978-01-01,1977,14,Eskisehirspor,Mersin Idmanyurdu,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,0,0
5206,1978-01-01,1977,14,Altay,Diyarbakirspor,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
5207,1978-01-01,1977,14,Galatasaray,Bursaspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
5208,1978-01-08,1977,15,Bursaspor,Altay,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
5209,1978-01-08,1977,15,Besiktas,Samsunspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,1
5210,1978-01-08,1977,15,Zonguldakspor,Orduspor,5-2,5,2,T1,1,7,3,H,2-2,2,2,4,0,D,1,0,0,0
5211,1978-01-08,1977,15,Diyarbakirspor,Adanaspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,1,0,0
5212,1978-01-08,1977,15,Mersin Idmanyurdu,Boluspor,1-2,1,2,T1,1,3,-1,A,0-0,0,0,0,0,D,1,0,0,0
5213,1978-01-08,1977,15,Adana Demirspor,Galatasaray,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
5214,1978-01-08,1977,15,Trabzonspor,Fenerbahce,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,1,0
5215,1978-01-08,1977,15,MKE Ankaragucu,Eskisehirspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
5216,1978-01-15,1977,7,Orduspor,Samsunspor,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,0,0
5217,1978-02-18,1977,16,Adanaspor,Bursaspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
5218,1978-02-19,1977,16,Trabzonspor,Mersin Idmanyurdu,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,0
5219,1978-02-19,1977,16,Adana Demirspor,Altay,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
5220,1978-02-19,1977,16,Boluspor,MKE Ankaragucu,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
5221,1978-02-19,1977,16,Eskisehirspor,Orduspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
5222,1978-02-19,1977,16,Zonguldakspor,Galatasaray,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5223,1978-02-19,1977,16,Besiktas,Diyarbakirspor,3-2,3,2,T1,1,5,1,H,0-0,0,0,0,0,D,1,0,0,0
5224,1978-02-19,1977,16,Samsunspor,Fenerbahce,3-2,3,2,T1,1,5,1,H,2-1,2,1,3,1,H,1,0,0,0
5225,1978-02-26,1977,17,Bursaspor,Besiktas,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5226,1978-02-26,1977,17,MKE Ankaragucu,Trabzonspor,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
5227,1978-02-26,1977,17,Boluspor,Orduspor,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,0,0
5228,1978-02-26,1977,17,Mersin Idmanyurdu,Fenerbahce,2-2,2,2,T1,1,4,0,D,2-1,2,1,3,1,H,1,0,0,1
5229,1978-02-26,1977,17,Adana Demirspor,Adanaspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
5230,1978-02-26,1977,17,Diyarbakirspor,Samsunspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5231,1978-02-26,1977,17,Galatasaray,Eskisehirspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
5232,1978-02-26,1977,17,Zonguldakspor,Altay,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
5233,1978-03-04,1977,18,Trabzonspor,Orduspor,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,1,0,0
5234,1978-03-04,1977,18,Besiktas,Adana Demirspor,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
5235,1978-03-05,1977,18,Diyarbakirspor,Bursaspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
5236,1978-03-05,1977,18,Samsunspor,Mersin Idmanyurdu,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5237,1978-03-05,1977,18,Boluspor,Galatasaray,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
5238,1978-03-05,1977,18,Altay,Eskisehirspor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
5239,1978-03-05,1977,18,Fenerbahce,MKE Ankaragucu,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
5240,1978-03-05,1977,18,Adanaspor,Zonguldakspor,3-2,3,2,T1,1,5,1,H,2-1,2,1,3,1,H,1,0,0,0
5241,1978-03-12,1977,19,Zonguldakspor,Besiktas,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
5242,1978-03-12,1977,19,Boluspor,Altay,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5243,1978-03-12,1977,19,Eskisehirspor,Adanaspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
5244,1978-03-12,1977,19,MKE Ankaragucu,Mersin Idmanyurdu,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,1,1
